artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,5,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
BROCKHAMPTON,NO HALO,4fGCNoJqk6Khe6YTRxwMC6,37,0.643,0.57,4,-7.003,1,0.068,0.404,0.000157,0.0695,0.46,165.184,259750,4
Vic Sage,Thousand,7l246AlpGtFORaXX5vWbal,25,0.732,0.58,1,-3.056,1,0.0723,0.00552,0,0.18,0.289,160.083,183276,4
YNW Melly,223's (feat. 9lokknine),4sjiIpEv617LDXaidKioOI,65,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,176640,4
Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,81,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,4
Lady Gaga,Yoü And I,6rkAY9rk1NTFB94QxG3LJR,58,0.518,0.709,2,-5.234,1,0.0476,0.075,0,0.0935,0.514,127.083,307347,4
"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,84,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,180387,4
Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,76,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,4
Still Woozy,Goodie Bag,297rZsBEjFw9d0Gl3iBLnd,0,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,146390,4
Flume,Friends,3Y8JSCYjFznthCYb5HZ8lW,56,0.628,0.668,1,-5.935,0,0.263,0.288,0,0.622,0.347,138.865,223910,4
Hippie Sabotage,Drifter,1DehtVbbTjUQjxGaXd5PnH,58,0.5,0.308,7,-14.472,0,0.0615,0.853,0.937,0.174,0.138,129.116,210308,4
The Carters,NICE,44lusH2vzc4sRAwsooRhPh,50,0.912,0.533,1,-5.587,1,0.0618,0.092,1.48E-06,0.174,0.208,119.922,233680,4
Mura Masa,Firefly,79nopNMm3rJSUfQfMkG0Ur,0,0.793,0.449,10,-9.243,1,0.136,0.415,2.02E-06,0.0642,0.46,109.982,228000,4
Dijon,Skin,467t3218y3yihFcyDGWjr0,64,0.674,0.616,7,-3.471,1,0.0272,0.512,2.10E-06,0.331,0.551,94.934,230625,4
Kanye West,All Falls Down,2cYZpcIV39X48RnOFM7w2V,0,0.643,0.717,8,-4.876,0,0.506,0.184,0,0.152,0.46,90.893,223507,4
Roy Blair,Hazel,6olfAuiqOGpkQLo4i5A7nd,46,0.578,0.338,8,-12.005,1,0.0405,0.355,3.92E-06,0.0866,0.53,83.876,246545,4
Kevin Abstract,Georgia,3XukKy28kqKFl52GiCUSFo,52,0.665,0.522,8,-9.677,1,0.11,0.729,0.000126,0.0935,0.289,134.043,219467,4
ROLE MODEL,not a fan,1sUHNPEEcAEoo3h8RB4aqK,43,0.758,0.438,1,-8.242,0,0.118,0.265,0.00298,0.0821,0.154,144.018,207871,4
Dominic Fike,She Wants My Money,2VMJkgrhqfOOYBlZif2nvX,51,0.704,0.478,9,-6.562,1,0.047,0.771,0.000516,0.0875,0.42,128.789,133560,4
Rence,Baby Blue,1eA6HGJ1qZXEL7NIFKYrXK,57,0.518,0.411,7,-8.909,1,0.0335,0.896,0.000716,0.112,0.0782,120.06,208000,4
Kevin Abstract,Peach,5JRMqkR82k2fdDEAim9SCN,70,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84E-06,0.107,0.421,131.895,176732,4
BROCKHAMPTON,FACE,5bknBRjKJZ643DAN2w8Yoy,65,0.945,0.702,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,259000,4
Omar Apollo,Ugotme,2NCBjlH7FHEG7hXcnvUaWA,59,0.782,0.494,0,-1.458,1,0.0339,0.454,6.31E-05,0.134,0.401,65.832,127273,4
88-Keys,That's Life (feat. Mac Miller & Sia),5h0Jgt873QtgL6nJRBGfT6,63,0.525,0.774,9,-4.532,1,0.241,0.24,1.07E-06,0.495,0.526,154.192,202391,4
Ashes To Amber,BADLANDS,35Z3K0heCuEcGgogA0CoPk,25,0.57,0.513,4,-17.02,1,0.0332,0.645,0.888,0.128,0.73,149.965,194900,4
"Tyler, The Creator",I THINK,4f8Mh5wuWHOsfXtzjrJB3t,72,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4
"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,80,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,190067,4
"Tyler, The Creator",PUPPET,0wEC0GNF74lAqrEFZJMl1m,68,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4
Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4
Fall Out Boy,"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,77,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,229093,4
Lil Nas X,F9mily (You & Me),1ABQT5SxlUTNapSbSzblGx,51,0.556,0.534,0,-7.75,1,0.0332,0.019,0.00063,0.0859,0.408,170.054,162720,4
Lil Nas X,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,69,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98E-05,0.465,0.657,140.081,158707,4
Lil Nas X,Panini,68poZGRClFTzLdeRz9X0M2,0,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893,4
Choker,Lucky,0mYslGmbnkbxuyr0ISIYtB,52,0.477,0.328,4,-8.458,1,0.0658,0.906,7.24E-06,0.262,0.283,174.139,251034,4
The Drums,Body Chemistry,1mzWPrPU2W3UuWhsb1hqxg,29,0.504,0.944,11,-4.865,0,0.0374,0.00561,0.00013,0.156,0.737,153.988,287692,4
6LACK,Gettin' Old,1S4sxNGmCASkyRI08YhLtT,52,0.743,0.4,11,-12.369,1,0.0625,0.4,0.000311,0.111,0.229,80.01,215000,4
Ashes To Amber,SAND PEOPLE,1ipFH8G1IyaQJLUQxPJHAn,0,0.468,0.643,9,-7.098,1,0.0346,0.132,0.0467,0.153,0.141,182.006,187009,4
Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,72,0.904,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,303077,4
Taylor Swift,Fearless,3F6czr26ZwGU5O5CHY04Ma,43,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04E-06,0.31,0.467,99.979,242000,4
Taylor Swift,Love Story,0kN3oXYWWAk1uC0y2WoyOE,50,0.618,0.736,2,-3.937,1,0.0308,0.157,0,0.073,0.307,118.982,235280,4
Taylor Swift,Forever & Always,1zxrcAk6eiytfavqriMcKT,41,0.605,0.829,10,-4.993,1,0.0549,0.0907,0,0.106,0.514,128.012,225333,4
Taylor Swift,Hey Stephen,6wcFdMmiDscAhZJrcVFumx,40,0.843,0.553,6,-7.348,1,0.0317,0.168,2.66E-06,0.107,0.825,115.997,254320,4
Taylor Swift,White Horse,4jPtq9shRdUv8Zjr0a5xkD,42,0.585,0.346,0,-8.014,1,0.0256,0.302,0,0.102,0.195,92.564,234440,4
Taylor Swift,You Belong With Me,3as6Wz3mwbTnusWhZjTUNr,50,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46E-05,0.112,0.445,129.964,231147,4
Taylor Swift,Breathe,6S9G7J3EB1ZY0rrZPwsBg5,44,0.498,0.486,1,-7.384,1,0.0273,0.373,0,0.113,0.17,147.952,263987,4
Taylor Swift,You're Not Sorry,6HWYtS215rxaaMjvpyG18W,40,0.459,0.459,6,-4.126,1,0.0275,0.13,2.30E-06,0.113,0.281,134.018,261800,4
Taylor Swift,The Way I Loved You,77VotUUL79U10TAnYdqwvr,42,0.436,0.712,5,-3.689,1,0.0329,0.0322,0,0.111,0.379,160.886,244240,4
Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,63,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,75,0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,217925,4
The Carters,APESHIT,0E6PsO3ymCfUh7pJQjBgkj,60,0.705,0.784,2,-6.477,1,0.271,0.0133,0,0.168,0.377,160.035,264853,4
LANY,okay,1a0Mg4XPdt4EKsUz5beRZY,54,0.71,0.721,8,-7.674,1,0.214,0.0508,2.88E-06,0.152,0.555,119.919,169183,4
Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,73,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4
Beyoncé,Hold Up,0rzNMzZsubFcXSEh7dnem7,68,0.524,0.397,0,-11.936,1,0.405,0.745,0,0.521,0.552,80.744,221093,4
Beyoncé,Sorry,0lnIJmgcUpEpe4AZACjayW,67,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44E-06,0.253,0.356,129.988,232560,4
Beyoncé,6 Inch (feat. The Weeknd),0pxNyJJiL2zZZ5GgJ4JhsQ,62,0.516,0.637,6,-8.832,1,0.0632,0.0433,3.89E-06,0.11,0.324,138.011,260440,4
Beyoncé,Daddy Lessons,71OvX5NNLrmz7rpq1ANTQn,62,0.643,0.503,7,-8.37,1,0.216,0.273,0,0.349,0.598,90.886,287987,4
Beyoncé,Love Drought,2RQAG0wQt35UzAPEyVJFWN,58,0.455,0.535,9,-10.602,0,0.0426,0.0209,0.64,0.126,0.216,157.01,237440,4
Beyoncé,Sandcastles,2FNPJWVdGxYhWaotd6rULS,57,0.33,0.357,10,-10.171,1,0.0348,0.866,1.76E-05,0.19,0.101,84.119,182720,3
Beyoncé,Forward (feat. James Blake),2bOWJIYSbhwg2NMQq1QMYH,51,0.387,0.133,7,-15.633,0,0.0474,0.947,0.0591,0.107,0.0498,124.397,79200,4
Beyoncé,Formation,6g0Orsxv6glTJCt4cHsRsQ,71,0.896,0.621,5,-6.857,0,0.237,0.00532,0,0.196,0.818,121.966,206080,4
Beyoncé,Sorry - Original Demo,6eR1N0EBHiDkGDzegX99d3,52,0.546,0.26,1,-12.573,1,0.125,0.942,5.09E-06,0.128,0.421,155.033,204400,4
Beyoncé,Pray You Catch Me,7rLDARtJALM7QdiJDMXW7m,59,0.25,0.215,8,-13.676,0,0.037,0.632,0.0717,0.401,0.0746,174.824,195987,3
Beyoncé,Don't Hurt Yourself (feat. Jack White),78eouBKVRyhbSzJwChr6QM,59,0.614,0.686,9,-6.483,0,0.21,0.0105,1.36E-06,0.184,0.645,136.537,233667,4
Beyoncé,Freedom (feat. Kendrick Lamar),7aBxcRw77817BrkdPChAGY,60,0.437,0.803,2,-6.412,1,0.305,0.0376,0,0.683,0.406,84.378,289760,4
Beyoncé,All Night,7oAuqs6akGnPU3Tb00ZmyM,63,0.574,0.573,11,-7.079,1,0.085,0.392,2.16E-05,0.0933,0.626,136.304,322000,4
Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,83,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
Juice WRLD,Robbery,6Hj9jySrnFppAI0sEMCZpJ,39,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5
J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,80,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
Chris Lake,I Want You,7IM73yy9leN8ftZsOVmVTO,49,0.776,0.883,11,-5.845,0,0.0712,0.00426,0.351,0.0571,0.676,125.008,248007,4
Wonder The Boy,Babygirl,7Kg2HTssEe5xqdIOxkquFc,0,0.772,0.495,10,-11.672,1,0.136,0.228,1.46E-06,0.137,0.196,138.059,170899,4
The Naked And Famous,The Mess - The 1975 Remix,0XWPFgwOtwaZk2yhrNKYhB,33,0.351,0.579,4,-8.444,1,0.0343,0.42,0.476,0.0929,0.04,124.903,368880,4
Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,82,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
The Killers,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,75,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587,4
Yera,Borracha - Remix,1lsRNW64tkv9fSZ7V0Ub2e,43,0.678,0.853,6,-4.412,1,0.083,0.168,0,0.103,0.808,109.953,207000,4
6ix9ine,KIKA,6Gy7rXB6Ku5vIWC7WGWsl3,0,0.745,0.715,1,-3.368,0,0.245,0.128,0,0.182,0.342,94.513,136032,4
Lil Keed,Nameless,4itETlhUWW6GFzYZwEL8do,59,0.875,0.568,11,-8.619,0,0.34,0.0357,0,0.113,0.648,140.082,185267,4
Coldplay,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,81,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
Gavvin,"Stop,Drop,Roll",5Y7yQm5gw8jmIDk0jlcSdq,0,0.512,0.37,11,-12.977,0,0.0983,0.00417,0,0.208,0.101,159.872,120111,4
Gavvin,Down,1YkZ75EKZz7uZbw1OgYrIC,0,0.77,0.413,5,-14.093,0,0.172,0.323,0.00369,0.178,0.656,158.007,224914,4
Gavvin,Hawaiian Girl,2jZiGBjLjoSNMD3cibNo5d,1,0.691,0.437,0,-11.873,1,0.123,0.0449,0,0.12,0.287,167.999,177241,4
XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,81,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,2,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4
OCTAVIO the Dweeb,4LETTERWORD,7fmd6HYvJQSGXkiq9yg5Fo,0,0.596,0.695,8,-4.913,1,0.139,0.532,0.000294,0.137,0.188,159.939,200806,4
Khalid,My Bad,1DUSuNhF8P5vUGNPpQiZa5,57,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,166101,4
Ashes To Amber,"Sadie, KT-22",75wWtjepbHTFzgDvGdSd3v,34,0.62,0.386,11,-8.429,1,0.0337,0.548,0.000672,0.118,0.197,180.045,145333,4
Nicky Jam,X,39N9RPD9MRb5WmoLzNzPeA,2,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,4
Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,79,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,4
J. Cole,Power Trip (feat. Miguel),7FOJvA3PxiIU0DN3JjQ7jT,0,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,241160,4
Mac Miller,Dunno,3YnwIp2b99p3e5dsFTXIIx,65,0.622,0.229,1,-11.322,1,0.0445,0.768,0.00906,0.134,0.0998,81.87,237093,4
Mac Miller,2009,6dFn6my1sHK2bcf23GlHwM,68,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,347987,4
The 1975,The Man Who Married A Robot / Love Theme,48ndiF5dcv7WWm8KBcSm2X,39,0.541,0.379,0,-13.21,1,0.0808,0.932,0.000332,0.117,0.385,68.041,213335,3
Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,65,0.607,0.609,0,-5.978,0,0.291,0.389,1.60E-05,0.111,0.556,74.946,185610,4
Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,68,0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,231964,4
Travis Scott,NC-17,6BJbOXDlgVAXSaq6wYFYT2,63,0.804,0.763,2,-5.48,1,0.0519,0.0678,0,0.368,0.0585,136.052,156886,4
Travis Scott,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC,71,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81E-05,0.111,0.286,151.901,142969,4
Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,73,0.785,0.554,0,-6.571,1,0.0409,0.283,3.40E-06,0.116,0.144,128.047,150043,4
Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,75,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,198408,4
Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,67,0.689,0.723,0,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042,217828,4
Travis Scott,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9,68,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4
Drake,Best I Ever Had,3QLjDkgLh9AOEHlhQtDuhs,76,0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,257690,4
Choker,Juno,6OpU3cvY19M2hFxTbLKy5L,58,0.438,0.266,7,-12.863,1,0.0363,0.922,0.000298,0.148,0.116,120.075,231681,4
Choker,Arboretum,7MCQFPNuAKoHMHtLMWUtcT,27,0.425,0.485,2,-9.117,0,0.0407,0.886,0.0618,0.353,0.197,120.022,211690,4
Ariana Grande,ghostin,2vdBo4ALPYbHRUPKgtE5iC,66,0.287,0.364,9,-8.295,1,0.0306,0.418,1.80E-05,0.185,0.11,103.777,271467,4
Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,71,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,218284,4
Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,77,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,190557,4
Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,77,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,196138,4
Travis Scott,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,66,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,338438,4
Beyoncé,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0,72,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72E-05,0.372,0.76,127.086,236093,4
Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,70,0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975,226693,4
Queen,Bohemian Rhapsody,6l8GvAyoUZwWDgF1e4822w,66,0.397,0.386,0,-10.405,0,0.0503,0.271,0,0.188,0.21,144.242,355400,4
Travis Scott,WHO? WHAT!,4KYS9GK68yeuUJ8vJfPxrq,64,0.834,0.731,10,-5.603,0,0.0566,0.0462,0,0.0731,0.681,140.001,176720,4
Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,69,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,145588,4
R. Kelly,Ignition - Remix,5dNfHmqgr128gMY2tc5CeJ,68,0.795,0.523,1,-7.165,1,0.0423,0.061,0,0.0914,0.855,133.024,186067,4
6ix9ine,GOTTI,27oFpFktCq9JIXjJQRuv7a,64,0.728,0.584,10,-7.255,0,0.176,0.0524,0,0.0658,0.365,161.9,166852,4
Mura Masa,Love$ick,7ox2wvSzqTxQQf55Ggobbl,0,0.629,0.772,1,-5.056,0,0.158,0.12,0.0051,0.265,0.743,88.547,192155,4
Akon,I Wanna Love You,4xAk8Lw82G3YoVSOdVAsBx,35,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,247067,4
Travis Scott,CAROUSEL,7KZ5MMVgBVox9ycroB2UrI,64,0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,95.387,180183,5
Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,258267,4
Frank Ocean,Lens,371H6HjS4SXGbQ9IVfFUIL,57,0.681,0.333,9,-8.582,1,0.0974,0.588,0,0.086,0.564,118.05,227655,4
benny blanco,More/Diamond Ring (feat. Ty Dolla $ign & 6LACK),0v56EFhzpi5Gs5zeGx3IGO,39,0.489,0.446,4,-9.468,0,0.298,0.813,4.83E-05,0.096,0.299,75.343,182886,4
benny blanco,I Found You (with Calvin Harris),1kQhi22kyluRCnIPAXtxEZ,54,0.79,0.865,6,-4.159,1,0.0438,0.0264,0.0892,0.24,0.362,122.99,189165,4
benny blanco,Just For Us Pt. 2,6Rfs2oVALQmUodC9DURPED,33,0.341,0.0549,10,-13.5,0,0.0422,0.95,0.276,0.122,0.0388,116.691,115051,5
benny blanco,Roses (with Juice WRLD feat. Brendon Urie),1KVczjazCcCCgM3gXXUl47,69,0.612,0.601,8,-7.089,1,0.164,0.168,0,0.117,0.525,147.018,223543,4
benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,73,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,57,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,4
Chance the Rapper,My Own Thing,2ySRRtrAwDUF4FipiF1Djt,50,0.879,0.457,0,-6.332,1,0.269,0.105,0,0.12,0.658,139.974,181159,4
The 1975,The 1975,7dvM0LbJ4pu1tDJnCH1Ahg,42,0.445,0.161,5,-13.174,1,0.232,0.683,0,0.0955,0.31,106.771,94822,3
The 1975,Give Yourself A Try,4rmIfFUZhhi9sS5IYtpkXw,56,0.334,0.786,11,-5.002,1,0.0592,3.17E-05,0,0.517,0.901,182.933,196589,4
The 1975,TOOTIMETOOTIMETOOTIME,33DzKnwuBE6lfOiADwzd5E,59,0.667,0.824,8,-5.867,1,0.0665,0.177,0.0152,0.0933,0.518,114.998,207851,4
The 1975,How To Draw / Petrichor,1bTfkhyNrSmthxL7P5yGDJ,44,0.413,0.79,11,-7.946,1,0.274,0.776,0.247,0.0764,0.0391,138.779,349622,4
The 1975,Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR,67,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74E-05,0.0957,0.0631,180.06,252926,4
The 1975,Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0,70,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,256689,3
The 1975,Sincerity Is Scary,6HguG9HRb1Ke1bhihfE4m8,62,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18E-06,0.075,0.475,91.027,225956,4
The 1975,I Like America & America Likes Me,1RHuBRoACkLRo2vjGqFCwf,50,0.444,0.669,3,-6.23,1,0.0432,0.0368,0,0.109,0.0731,137.977,206756,4
The 1975,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,70,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336,4
The 1975,Mine,0cnVBn7JsFlShF65EJe2Or,51,0.342,0.229,4,-14.92,1,0.0359,0.872,0.00455,0.0799,0.129,112.109,246888,3
The 1975,I Always Wanna Die (Sometimes),7iPlcFvOMOzt6v0QvcAueZ,63,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835,314663,4
Choker,Drift,4BNqWebyipWrMsupuTmKO9,45,0.334,0.44,0,-9.857,1,0.0477,0.749,0.000607,0.236,0.371,81.002,215190,4
Dutch Criminal Record,Change of Heart,7MzkiBhqwVCpiFR6ex2eeD,18,0.519,0.792,4,-8.068,1,0.0279,0.00243,0.0197,0.119,0.423,92.54,249892,4
Lido,Vultures,4sBhtECceYZ08BUpax4ZlS,9,0.447,0.465,9,-9.891,0,0.0907,0.0374,0.000976,0.121,0.109,72.055,221383,4
The Weeknd,I Was Never There,5rgnyXr2PXFWsAnPFew077,0,0.324,0.735,10,-4.054,1,0.0337,0.135,4.84E-05,0.169,0.169,113.923,241067,4
Trafton,Hyperreal,48T45WKokC3faq8BdpGrBz,0,0.335,0.492,5,-10.057,0,0.0575,0.539,0.000152,0.117,0.217,104.356,256300,4
Emmit Fenn,Modern Flame (feat. Yuna),3Tpe3ZbwDoZqcKZr6QIfsA,32,0.617,0.524,5,-8.885,0,0.103,0.128,0.00438,0.362,0.24,142.046,185089,4
Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273,4
Khalid,Suncity (feat. Empress Of),6SkHm6poyKfzV6kc9any8k,62,0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,189493,4
Day Wave,Total Zombie,2r7JYb8F8IrS5n9RO1jPPo,41,0.563,0.842,4,-8.011,1,0.0284,0.325,0.293,0.157,0.729,149.001,255506,4
Juice WRLD,Armed And Dangerous,6SAKXCj5jyF6IgPCPbZ5ra,0,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,169999,4
Ariana Grande,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,22,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4
Ashes To Amber,IRIS,61jCFoNIuzQnc9UovuzNVW,49,0.725,0.543,6,-9.089,1,0.0387,0.28,0.475,0.113,0.415,140.051,151578,4
LANY,Made In Hollywood,7EXSbDVsIiPdN0VwVyDoZd,51,0.536,0.839,2,-5.546,1,0.0353,0.629,0.00195,0.101,0.132,106.046,214245,4
Skinnyfromthe9,Back When I Was Broke,44T9i7mYga6MuQfL5XlviD,0,0.684,0.814,10,-5.645,1,0.0613,0.134,0,0.0464,0.821,159.91,182440,4
BLANKSY,Love Won't Save Me,7kZnozpxzJnQ626eGKByZq,23,0.67,0.695,9,-6.803,0,0.0475,0.0457,0.000775,0.0773,0.559,95.994,200000,4
The Radio Dept.,This Time Around,7M4ZCCt1J1R9AHjbqRCDuu,0,0.182,0.888,5,-3.877,1,0.0508,0.107,0.731,0.0796,0.833,174.011,225466,4
Souly Had,Speaking Of,3nPxnMPQG3J8ndJqAetZya,43,0.762,0.5,1,-7.459,1,0.0999,0.48,0,0.105,0.628,115.99,202241,4
Fat Nick,Ice Out,6DMIvy2Cd0vAm3F6QOaQmh,0,0.708,0.548,2,-8.398,1,0.177,0.0461,0,0.155,0.612,160.067,198000,4
Tyga,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,60,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,195992,4
Joji,SLOW DANCING IN THE DARK,0UyljEbX9dqI1K0sqdv6B6,0,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
J Balvin,No Es Justo,5qFeMRz4TvetPmzjre9Dq7,67,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4
Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,77,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
ayokay,Ocean Front Apt.,2zuxqDbgvlhn0VlL12Q2ex,37,0.7,0.384,3,-9.891,1,0.0428,0.49,0.43,0.161,0.298,89.993,132400,4
