,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1375,The Killers,Midnight Show,7KC3BSniVDfKMD8YLKmOrf,38,0.395,0.955,3,-3.394,0,0.0835,8.05e-05,0.00813,0.0866,0.273,143.991,242973,4
1376,Unknown Mortal Orchestra,Ffunny Ffrends,49vzuiR9YheTFslIuO4JRV,41,0.694,0.893,11,-4.673,1,0.0746,0.208,0.849,0.0869,0.641,90.968,256840,4
1377,Unknown Mortal Orchestra,Bicycle,2Vq8ZPNrdegTFx0KyG2Dfr,26,0.658,0.923,1,-5.018,1,0.053,0.149,7.91e-06,0.402,0.64,120.346,285333,4
1378,Unknown Mortal Orchestra,Thought Ballune,4c93AA7HpFvxvW1RkSAtSI,25,0.802,0.82,6,-5.781,1,0.0952,0.568,0.0348,0.0611,0.641,108.085,250067,4
1379,Unknown Mortal Orchestra,Jello and Juggernauts,1tVns3cKYyfKbcR55f9B2G,28,0.727,0.582,0,-3.932,0,0.0354,0.546,0.834,0.0965,0.333,96.231,203653,4
1380,Unknown Mortal Orchestra,How Can You Luv Me,3OwBfytpUhvPWAz2XY9c2z,29,0.748,0.99,3,-4.568,0,0.125,0.294,0.908,0.345,0.851,130.969,207760,4
1381,Unknown Mortal Orchestra,Nerve Damage!,4CiOxztA3id0eztX760roU,26,0.398,0.828,6,-7.242,1,0.173,0.162,0.747,0.339,0.462,154.878,134840,4
1382,Unknown Mortal Orchestra,Little Blu House,7H98YipvknNHTvRw8voqkc,26,0.745,0.805,2,-6.724,1,0.183,0.245,0.734,0.307,0.816,116.829,180907,4
1383,Unknown Mortal Orchestra,Strangers Are Strange,3SlYreSPaNs4WrHocM29q2,22,0.849,0.593,1,-7.376,1,0.181,0.417,0.849,0.202,0.597,102.268,144360,4
1384,Unknown Mortal Orchestra,Boy Witch,5dalRkw5u1HTeFwfJQSDLz,21,0.436,0.887,3,-7.715,0,0.135,0.158,0.195,0.399,0.55,76.083,144760,4
1385,Queens of the Stone Age,The Real Song For The Deaf,0Fl6Pl6w89IL1FWt8Uvg01,33,0.335,0.0464,1,-35.71,1,0.0693,0.696,0.96,0.209,0.0378,60.069,91947,4
1386,Queens of the Stone Age,The Sky Is Fallin',3hoUASQwAAUwpQGXH8VioM,40,0.364,0.781,10,-4.4,0,0.0975,0.114,0.000245,0.732,0.338,169.036,375867,3
1387,Queens of the Stone Age,Six Shooter,5Xx5ZhqPXogLLbVhAAoMWE,36,0.34,0.959,4,-5.272,0,0.154,0.472,0.000244,0.307,0.38,170.34,79333,4
1388,Queens of the Stone Age,Hanging Tree,0CCCRAKJHgvhMK3RzsisiI,40,0.369,0.906,11,-5.194,0,0.0631,0.167,0.509,0.51,0.498,104.173,186270,5
1389,Queens of the Stone Age,Go With The Flow,45DElIx0dXqUH4A88yQFdE,58,0.242,0.992,4,-3.9,0,0.0988,0.0148,0.113,0.833,0.374,159.37,187120,4
1390,Queens of the Stone Age,God Is In The Radio,1dVWz4VM5QkgzHLjFEKM4u,38,0.521,0.686,1,-5.532,0,0.046,0.121,0.474,0.577,0.381,116.119,364925,4
1391,Queens of the Stone Age,Another Love Song,5HjEC3NlSzKsVKmqnhXrum,36,0.376,0.756,9,-4.93,1,0.0657,0.136,0.0155,0.376,0.454,146.114,195558,4
1392,Queens of the Stone Age,Mosquito Song,4mWsghl493RZGUBEWfcqjc,37,0.393,0.385,5,-9.393,0,0.0272,0.857,0.134,0.26,0.24,98.053,338333,4
1393,Queens of the Stone Age,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",68DKrU7sTyDpDA5T3dsOlk,49,0.478,0.861,0,-6.79,0,0.105,0.0191,0.0396,0.155,0.607,159.846,192573,4
1394,Queens of the Stone Age,No One Knows,6NvRxjfYkkT2SpirAlmsjH,64,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,278707,4
1395,Queens of the Stone Age,First It Giveth,5yprGKAwV1GSJSiATa50Ni,45,0.448,0.966,6,-4.029,1,0.101,0.0211,0.0595,0.135,0.38,107.293,198387,4
1396,Queens of the Stone Age,Song For The Dead,66UbHESsyfaXdoxlqVBa1T,47,0.339,0.933,5,-5.733,1,0.0723,0.158,0.416,0.397,0.225,106.566,352440,4
1397,Queens of the Stone Age,Gonna Leave You,5taBpQ59lvb2NLGDdbDQbB,38,0.375,0.912,11,-4.159,0,0.0736,0.0169,0.88,0.31,0.325,141.435,170156,3
1398,Queens of the Stone Age,Do It Again,6kPM1rdDqqPdPMZSzXNwNV,38,0.419,0.814,0,-5.738,1,0.402,0.454,0.00177,0.527,0.345,132.638,244840,4
1399,Queens of the Stone Age,Song For The Deaf,6aCZqq6JkwrfbeXU71VNk0,36,0.416,0.823,0,-5.047,1,0.0879,0.196,0.424,0.157,0.145,100.818,402733,3
1400,Alice In Chains,Them Bones,4A065x9kJt955eGVqf813g,65,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,149467,1
1401,Alice In Chains,Dam That River,22Ntyke0ZDZy2Uuf8BEDkU,54,0.427,0.913,6,-5.545,0,0.0804,0.00636,0.0,0.471,0.471,124.419,189360,4
1402,Alice In Chains,Rain When I Die,6a9SPVrXyrlVh5Fh08f8Bz,54,0.422,0.859,9,-6.778,1,0.0757,0.0183,0.000673,0.209,0.203,120.078,361707,3
1403,Alice In Chains,Down In A Hole,7FRfYOql61DGDp9VPPe2qA,62,0.357,0.795,6,-5.909,1,0.0337,0.0134,0.00013,0.111,0.416,97.171,338227,4
1404,Alice In Chains,Sickman,5EnYdTx0BWhWM5YDcPkGAa,47,0.287,0.912,1,-5.553,1,0.0954,0.00743,0.00069,0.0871,0.274,139.106,329400,3
1405,Alice In Chains,Rooster,0wvIGFIgbyz4JNwQhZgTv2,68,0.271,0.551,3,-8.46,1,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333,3
1406,Alice In Chains,Junkhead,1mvEbRAlocvkJvqZIj3zHu,52,0.298,0.776,11,-7.171,1,0.0376,0.0013,0.000271,0.096,0.245,140.453,309840,4
1407,Alice In Chains,Dirt,2QjkH9q5Mypj6m38u7Ni9o,50,0.258,0.926,1,-5.901,1,0.0761,0.00323,5.15e-06,0.13,0.251,112.643,316533,4
1408,Alice In Chains,God Smack,1klrDyGRsCBPofZdqdaZp6,46,0.515,0.928,10,-6.392,0,0.0694,0.0138,0.0,0.107,0.389,124.058,230733,4
1409,Alice In Chains,Untitled,2s9xt247uEa0sXmAH0GvL3,41,0.11,0.424,3,-7.243,1,0.0408,0.401,0.269,0.658,0.416,85.946,43493,1
1410,Alice In Chains,Hate To Feel,0rglK8l5QBSADvao8n4d2N,45,0.293,0.909,8,-5.394,1,0.0955,0.115,0.0,0.0512,0.114,138.561,316200,4
1411,Alice In Chains,Angry Chair,5jCp5VtcpUlHtW8Dwlx13Y,51,0.325,0.936,8,-6.295,1,0.0848,0.0419,0.0,0.0415,0.159,106.988,287800,4
1412,Alice In Chains,Would?,5sFDReWLrZHLFZFjHsjUTS,70,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,4
1413,Nirvana,About A Girl,48YkpE5enOln5c7jXSTuHL,62,0.606,0.769,3,-9.215,0,0.0713,0.14,1.64e-05,0.841,0.593,121.042,218000,4
1414,Nirvana,Come As You Are,3sYWyVGfPuit80szWXhrRA,63,0.683,0.766,5,-8.733,0,0.041,0.554,0.00346,0.0815,0.568,119.19,253907,4
1415,Nirvana,Jesus Doesn't Want Me For A Sunbeam,7oBazz4xCO7Ul3MJHhKy0Q,58,0.51,0.641,8,-10.312,1,0.0812,0.0638,3.65e-06,0.272,0.295,113.646,277267,4
1416,Nirvana,The Man Who Sold The World,15VRO9CQwMpbqUYA7e6Hwg,73,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4
1417,Nirvana,Pennyroyal Tea,6DX6W2QXiVlKYQLrQN8y83,54,0.497,0.474,1,-8.047,0,0.033,0.306,1.82e-06,0.105,0.0411,113.022,220507,4
1418,Nirvana,Dumb,725QAOexNLmGZiFMN7U8pF,56,0.69,0.542,6,-9.119,1,0.0367,0.567,0.000779,0.853,0.673,109.449,172933,4
1419,Nirvana,Polly,0xHch89AN9RlN8Nm4kJzs3,56,0.618,0.392,11,-11.941,1,0.0388,0.683,7.09e-05,0.905,0.437,115.075,196467,4
1420,Nirvana,On A Plain,2RyiGdY33PR4aCTUolEhk7,54,0.703,0.795,1,-8.632,1,0.0409,0.433,0.0,0.453,0.631,117.946,224733,4
1421,Nirvana,Something In The Way,1tlTFxB34VorrZnJNfRWcs,56,0.547,0.335,1,-13.304,1,0.0501,0.656,0.000161,0.115,0.109,106.099,241533,4
1422,Nirvana,Plateau,2smax1OWAxOo63p14G8KZx,60,0.45,0.501,4,-12.611,1,0.0712,0.49,2.51e-05,0.552,0.327,84.841,218133,4
1423,Nirvana,Oh Me,2vfCSwToh0Am0O4zgHXfn7,59,0.538,0.51,8,-13.192,1,0.102,0.726,0.0187,0.205,0.262,72.471,206160,4
1424,Nirvana,Lake Of Fire,4UJmPSJsBsIR1U0N79BU1g,65,0.541,0.618,1,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,175973,4
1425,Nirvana,All Apologies,3bH8PZsfbCRIoeNiFm7JmU,58,0.569,0.579,1,-10.988,1,0.0716,0.5,2.79e-05,0.109,0.407,108.998,263227,4
1426,Nirvana,Where Did You Sleep Last Night,551qy5vUgrUfEUc4dCNfht,67,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,306067,3
1427,Nirvana,Serve The Servants,3w5Ekq9O8g0gGFEsT77Ydi,58,0.435,0.895,10,-8.7,1,0.0421,1.13e-05,0.0318,0.19,0.668,119.659,217173,4
1428,Nirvana,Rape Me,2i5K0EdMY5zFs9t7KfYK3k,54,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,170000,4
1429,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,06B04lID9HGPwPWwBkTQfU,56,0.482,0.723,10,-10.08,0,0.0425,5.66e-05,0.000432,0.0939,0.554,117.051,250013,4
1430,Nirvana,Very Ape,0hUit24g1EIoATdKYWUiRj,56,0.262,0.886,1,-9.392,1,0.0336,3.11e-06,0.368,0.188,0.965,152.09,115813,4
1431,Nirvana,Radio Friendly Unit Shifter,0W0s27FypnkXjJTJKUAnx0,47,0.32,0.937,6,-10.392,1,0.0553,0.000333,0.159,0.344,0.684,155.621,291547,4
1432,Nirvana,Scentless Apprentice,54UFDHWI2q7WHfrGbSNWph,50,0.31,0.83,1,-8.527,1,0.0482,1.53e-06,0.146,0.137,0.617,170.568,228053,4
1433,Nirvana,Heart-Shaped Box,66w5OYw2ja8lnmaA3Ns0PU,56,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
1434,Nirvana,Milk It,4rtZtLpriBscg7zta3TZxp,50,0.468,0.524,1,-12.38,0,0.0474,0.00064,0.0221,0.131,0.537,136.293,234747,4
1435,Nirvana,Tourette's,6ZXGdStfF4q5jnyK76uG4a,49,0.277,0.908,10,-11.029,0,0.0463,0.000198,9.2e-05,0.132,0.351,173.713,95387,4
1436,Nirvana,Dive,6G2baGa99QcqUUTmkEgeZl,56,0.425,0.837,11,-10.096,1,0.0318,2.04e-06,0.366,0.108,0.441,128.13,235000,4
1437,Nirvana,Sliver,3BtHClmMmURD8UHF2fiyxt,61,0.428,0.684,0,-10.044,1,0.0475,1.16e-05,0.000156,0.0744,0.419,141.336,136493,4
1438,Nirvana,Stain,4IryVI254hGj0J8ND5r8gZ,47,0.546,0.901,4,-11.778,0,0.0599,0.000203,2.2e-05,0.133,0.532,148.341,160907,4
1439,Nirvana,Been A Son - BBC Mark Goodier Session,4dXBG3zz9SzaPBtm4Fv91x,53,0.387,0.914,9,-10.101,1,0.0862,2.7e-06,0.0,0.258,0.556,154.455,115600,4
1440,Nirvana,Molly's Lips - BBC John Peel Session 1990,0brL7VMo7onJJTGMSdajic,55,0.311,0.895,7,-9.401,1,0.0476,1.91e-05,0.195,0.0584,0.681,167.107,114133,4
1441,Nirvana,Son Of A Gun - BBC John Peel Session 1990,76sVqjHYyW99EpeQLDkPME,44,0.33,0.868,7,-9.346,1,0.0303,7.42e-06,0.758,0.0744,0.886,169.346,168227,4
1442,Nirvana,(New Wave) Polly - BBC Mark Goodier Session,0k9tUFpXZg7TvMZk4l6OTa,42,0.333,0.926,0,-11.385,1,0.185,6.8e-06,9.07e-05,0.144,0.482,194.839,107973,4
1443,Nirvana,Beeswax,73heu76HyAQRRN1u3vubq6,42,0.4,0.824,1,-9.277,0,0.0415,0.00542,1.97e-05,0.0848,0.758,149.195,170160,4
1444,Nirvana,Downer,4e0MJaiXSwXBhrQZHyoK8c,53,0.303,0.931,4,-9.306,0,0.0574,0.00101,0.0294,0.114,0.555,101.936,103800,4
1445,Nirvana,Mexican Seafood,6x20PMZz6zDTODupdLxJUZ,44,0.283,0.876,1,-8.001,1,0.0664,0.00434,0.0559,0.227,0.447,170.34,115440,4
1446,Nirvana,Hairspray Queen,5X2Z78KBrHKkzcjdZZs5UN,42,0.473,0.856,4,-8.258,0,0.0549,0.00182,0.00936,0.0745,0.558,143.099,253733,4
1447,Nirvana,Aero Zeppelin,6ENZJCRagbW3jlzXSucfoI,43,0.289,0.953,8,-7.795,1,0.0613,0.00111,0.27,0.0865,0.12,116.203,281227,4
1448,Nirvana,Big Long Now,1Yk88pNibq8kIHKDQW5Jnu,42,0.479,0.562,1,-12.782,1,0.0266,0.000857,0.61,0.111,0.159,78.01,303707,4
1449,Nirvana,Turnaround - BBC John Peel Session 1990,7zMAm9ebhkMQuGrYm8FcPt,44,0.316,0.797,2,-10.984,1,0.0688,0.00035,0.161,0.0541,0.539,175.037,139267,4
1450,Nirvana,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,77,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
1451,Nirvana,In Bloom,30HCB1FoE77IfGRyNv4eFq,65,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080,4
1452,Nirvana,Lithium,2YodwKJnbPyNKe8XXSE9V7,68,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4
1453,Nirvana,Territorial Pissings,2jmVGWe4MYY1zAAzpFHHcC,55,0.285,0.979,2,-4.428,1,0.175,0.000144,0.0,0.334,0.108,182.7,142947,4
1454,Nirvana,Drain You,5Ddlk6C2JVxb1SReZ6O1wk,59,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,223880,4
1455,Nirvana,Lounge Act,7glld4kxYHp61zIPtSVHNk,55,0.341,0.964,11,-5.327,0,0.107,1.26e-05,0.000103,0.151,0.459,152.192,156427,4
1456,Nirvana,Stay Away,4l012k8ZcAdVbUvZ4kae5Q,54,0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,211440,4
1457,Nirvana,"Endless, Nameless",0vNHCXmNzVa8h54SE3JDm7,48,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,403293,4
1458,Foo Fighters,This Is a Call,2wO8aOvN1ogLy1N8XT1WJE,60,0.261,0.964,9,-6.654,1,0.0638,0.00141,2.87e-05,0.183,0.326,162.902,233360,3
1459,Foo Fighters,I'll Stick Around,4LGKzrdEeBwR9UHCGlDT0W,59,0.306,0.985,0,-6.687,1,0.0822,0.00254,0.626,0.13,0.255,133.963,232533,4
1460,Foo Fighters,Good Grief,2styBKRBhlZwPl5geag8KJ,49,0.185,0.969,8,-7.413,1,0.0612,0.000141,0.0321,0.367,0.437,191.822,241227,4
1461,Foo Fighters,Weenie Beenie,5FafTKnxl219ZUWFzaufRQ,41,0.235,0.993,0,-7.623,1,0.0779,0.00674,0.355,0.312,0.252,174.708,165400,4
1462,Foo Fighters,"Oh, George",1Oy0vCHc4rUCOphROBbPSd,39,0.436,0.919,0,-6.82,1,0.0407,9.51e-05,5.24e-06,0.0783,0.144,125.216,181800,4
1463,Foo Fighters,Exhausted,5EwyzrFLXlcnPenrPQ9DlO,41,0.192,0.977,7,-9.027,1,0.0932,0.0016,0.867,0.27,0.108,120.652,349893,4
1464,Foo Fighters,Big Me,6pb5BBnIM5IM7R1cqag6rE,60,0.579,0.708,0,-10.419,1,0.0374,0.442,0.0,0.11,0.846,130.97,132840,4
1465,Foo Fighters,Alone + Easy Target,5XUpAb2zC8G404RPkwb09H,53,0.226,0.978,7,-7.27,1,0.107,0.00424,1.47e-06,0.109,0.137,131.586,245667,4
1466,Foo Fighters,Floaty,5tULmRxZrbnzh32H3ZIghu,42,0.39,0.941,9,-7.151,1,0.0783,0.000893,2.82e-05,0.0739,0.0815,113.389,269267,3
1467,Foo Fighters,For All the Cows,6CbeOOrDFQuY1tXYscKqZQ,43,0.366,0.542,4,-9.655,1,0.0344,0.0323,0.00262,0.237,0.513,124.631,209240,4
1468,Foo Fighters,X-Static,7rKm5BfLqxYko007wiamnm,39,0.322,0.868,3,-8.335,1,0.0557,3.55e-05,0.899,0.209,0.183,101.545,253493,4
1469,Foo Fighters,Wattershed,7lMGc58V3S7lD2SLNRdOKx,40,0.178,0.967,3,-6.9,1,0.077,0.001,0.000297,0.365,0.47,190.586,133507,4
1470,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,80,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
1471,Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,64,0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,185610,4
1472,Travis Scott,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,65,0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009,338438,4
1473,Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,70,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,218284,4
1474,Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,68,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588,4
1475,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,67,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4
1476,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,76,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4
1477,Travis Scott,NC-17,6BJbOXDlgVAXSaq6wYFYT2,61,0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,156886,4
1478,Travis Scott,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC,70,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969,4
1479,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,73,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
1480,Travis Scott,WHO? WHAT!,4KYS9GK68yeuUJ8vJfPxrq,62,0.834,0.731,10,-5.603,0,0.0566,0.0462,0.0,0.0731,0.681,140.001,176720,4
1481,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,75,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4
1482,Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,66,0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4
1483,Travis Scott,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9,67,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4
1484,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,73,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
1485,Travis Scott,CAROUSEL,7KZ5MMVgBVox9ycroB2UrI,63,0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,180183,5
1486,Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,71,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4
1487,The Strokes,Is This It,0jBE7Fn78EAvmIs3dCd6GO,55,0.667,0.692,5,-8.361,1,0.0285,0.147,3.75e-05,0.349,0.846,96.022,151333,4
1488,The Strokes,The Modern Age,1420BGhbXGkIJtbtBlfpYE,50,0.528,0.888,2,-6.039,1,0.0326,0.0116,0.756,0.154,0.897,145.971,208067,4
1489,The Strokes,Soma,6gU7ohksNd6LsEJMWfDRhp,49,0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.928,153840,4
1490,The Strokes,Barely Legal,21Ay8Y9Pr91nSauPGtK6MW,51,0.424,0.884,0,-6.286,1,0.0365,0.00326,0.0499,0.0903,0.852,157.813,234693,4
1491,The Strokes,Someday,7hm4HTk9encxT0LYC0J6oI,63,0.539,0.521,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.679,106.035,183440,4
1492,The Strokes,"Alone, Together",4UmJMAY5TqXPAnsDW1Mci7,46,0.515,0.863,7,-5.756,1,0.0308,0.00786,0.893,0.0616,0.961,143.017,188640,4
1493,The Strokes,Last Nite,3SUusuA9jH1v6PVwtYMbdv,64,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4
1494,The Strokes,Hard To Explain,0OM9ri37LIbPc9hffwsyb1,56,0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,224333,4
1495,The Strokes,When It Started,3iiObSfkcBsETljmSB4Hcs,44,0.721,0.654,0,-8.107,1,0.0329,0.268,0.00392,0.15,0.903,131.963,175200,4
1496,The Strokes,Trying Your Luck,5KupfEBaVJwL7D2ZN0n1Q1,47,0.503,0.687,9,-9.427,0,0.0314,0.00869,0.0131,0.131,0.619,143.902,202760,4
1497,The Strokes,Take It Or Leave It,0seTertVGvHrEJu7hlIWRq,46,0.43,0.913,2,-6.203,0,0.0389,0.000959,0.369,0.137,0.481,154.06,196067,4
1498,Kanye West,We Don't Care,0IW0qaeyxL5Et4UG2MrJKB,64,0.595,0.754,11,-5.827,0,0.181,0.0142,0.0,0.247,0.647,83.155,239880,4
1499,Kanye West,Spaceship,1ko2NuvWlQdxtNRc8QQzmT,64,0.507,0.753,5,-5.31,0,0.19,0.503,0.0,0.573,0.657,178.068,324227,3
1500,Kanye West,Workout Plan,2a1JSfTePKhysdIif2bzut,51,0.715,0.288,1,-13.843,1,0.925,0.785,0.0,0.688,0.772,115.114,46173,4
1501,Kanye West,The New Workout Plan,1Vp4St7JcXaUoJcIahtf3L,62,0.704,0.792,2,-4.831,1,0.198,0.00981,0.0,0.365,0.646,118.022,322800,4
1502,Kanye West,School Spirit Skit 1,25mwJPzWVmS2yronBNQJF1,49,0.648,0.218,8,-15.108,1,0.95,0.326,0.0,0.352,0.642,164.25,78693,5
1503,Kanye West,School Spirit,1th3G3okofWlvGWAAR7Y4V,56,0.483,0.787,5,-5.422,0,0.21,0.339,0.0,0.236,0.592,84.81,182387,4
1504,Kanye West,Intro,7lIr3vVhpDkU5mQEDcnA0S,11,0.713,0.331,6,-13.909,1,0.877,0.237,0.0,0.51,0.463,87.491,19133,3
1505,Kanye West,Graduation Day,7wL7Lb8Q3aYyq6gmRL0PZq,54,0.418,0.447,0,-9.058,0,0.338,0.684,2.1e-06,0.414,0.869,169.336,81787,4
1506,Kanye West,All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,78,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,223507,4
1507,Kanye West,I'll Fly Away,6MgGapP3EPFm9kYUvYBTZR,55,0.239,0.25,6,-11.414,1,0.0289,0.76,0.0,0.124,0.564,172.338,69707,4
1508,Kanye West,Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,70,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,193733,4
1509,Kanye West,Never Let Me Down,34j4OxJxKznBs88cjSL2j9,62,0.459,0.816,11,-4.872,0,0.403,0.423,0.0,0.169,0.643,80.293,324440,4
1510,Kanye West,Get Em High,5b2FFKC64kxqcfaFnIZxoM,60,0.614,0.644,11,-5.672,0,0.373,0.184,0.0,0.489,0.649,84.788,289493,4
1511,Twista,Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,70,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115,316053,4
1512,Kanye West,Breathe In Breathe Out,4KFY4EEv9CN6ivrzD6vEvg,57,0.636,0.7,1,-3.099,0,0.421,0.341,0.0,0.161,0.924,88.817,246933,4
1513,Kanye West,School Spirit Skit 2,5MAY7XyW322jMwLDtBQgsZ,49,0.716,0.308,5,-12.629,1,0.925,0.334,0.0,0.215,0.83,128.412,43533,3
1514,Kanye West,Lil Jimmy Skit,4BhwlQ9mTwhFGXpQvP9JTV,48,0.64,0.279,10,-12.396,1,0.484,0.803,0.0,0.375,0.741,82.475,53640,4
1515,Kanye West,Two Words,62wtttQzoIA9HnNmGVd9Yq,61,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43e-06,0.217,0.446,84.649,266213,4
1516,Kanye West,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,74,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4
1517,Kanye West,Family Business,5DBmXF7QO43Cuy9yqva116,65,0.744,0.524,1,-7.452,1,0.21,0.139,0.0,0.392,0.606,93.691,278893,4
1518,Kanye West,Last Call,7iOhWWYjhhQiXzF4o4HhXN,58,0.473,0.727,8,-6.843,1,0.356,0.577,0.0,0.316,0.854,83.212,760973,4
1519,Kanye West,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,77,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4
1520,Kanye West,Skit #1,164al00XRSLWG6h4hc12bD,47,0.825,0.307,10,-12.543,1,0.911,0.467,0.0,0.146,0.748,53.629,33573,3
1521,Kanye West,My Way Home,0TzIHqhAbvYR6qJKrMMFlk,52,0.593,0.596,8,-10.488,1,0.0408,0.33,0.0,0.0976,0.776,86.965,103373,4
1522,Kanye West,Bring Me Down,25K9cWrxNv991UYiOzBJqR,51,0.385,0.691,6,-6.919,0,0.0924,0.00592,0.0,0.595,0.352,111.278,198973,5
1523,Kanye West,Late,1mFHMzbaECWFaPfoePoEYl,54,0.334,0.843,10,-5.928,0,0.173,0.197,3.95e-06,0.295,0.616,75.281,230493,4
1524,Kanye West,Wake Up Mr. West,62KeM7jbmYvzT5FycdiQeS,49,0.746,0.306,10,-9.765,1,0.93,0.817,0.0,0.0657,0.704,73.346,41067,5
1525,Kanye West,Heard 'Em Say,6yIjtVtnOBeC8SwdVHzAuF,63,0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,95.07,203733,4
1526,Kanye West,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,71,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,236600,1
